index,cluster
242_CD4_NAIVE,9
243_CD4_NAIVE,9
244_CD4_NAIVE,9
245_CD4_NAIVE,9
246_CD4_NAIVE,9
247_CD4_NAIVE,9
248_CD4_NAIVE,9
249_CD4_NAIVE,9
0_NK,4
1_NK,4
2_NK,4
3_NK,4
4_NK,4
5_NK,4
6_NK,4
7_NK,4
8_NK,4
9_NK,4
10_NK,4
11_NK,4
12_NK,4
13_NK,4
14_NK,4
15_NK,4
16_NK,4
17_NK,4
18_NK,4
19_NK,4
20_NK,4
21_NK,4
22_NK,4
23_NK,4
24_NK,4
25_NK,4
26_NK,4
27_NK,4
28_NK,4
29_NK,4
30_NK,4
31_NK,4
32_NK,4
33_NK,4
34_NK,4
35_NK,4
36_NK,4
37_NK,4
38_NK,4
39_NK,4
40_NK,4
41_NK,4
42_NK,4
43_NK,4
44_NK,4
45_NK,4
46_NK,4
47_NK,4
48_NK,4
49_NK,4
50_NK,4
51_NK,4
52_NK,4
53_NK,4
54_NK,4
55_NK,4
56_NK,4
57_NK,4
58_NK,4
59_NK,4
60_NK,4
61_NK,4
62_NK,4
63_NK,4
64_NK,4
65_NK,4
66_NK,4
67_NK,4
68_NK,4
69_NK,4
70_NK,4
71_NK,4
72_NK,4
73_NK,4
74_NK,4
75_NK,4
76_NK,4
77_NK,4
78_NK,4
79_NK,4
80_NK,4
81_NK,4
82_NK,4
83_NK,4
84_NK,4
85_NK,4
86_NK,4
87_NK,4
88_NK,4
89_NK,4
90_NK,4
91_NK,4
92_NK,4
93_NK,4
94_NK,4
95_NK,4
96_NK,4
97_NK,4
98_NK,4
99_NK,4
100_NK,4
101_NK,4
102_NK,4
103_NK,4
104_NK,4
105_NK,4
106_NK,4
107_NK,4
108_NK,4
109_NK,4
110_NK,4
111_NK,4
112_NK,4
113_NK,4
114_NK,4
115_NK,4
116_NK,4
117_NK,4
118_NK,4
119_NK,4
120_NK,4
121_NK,4
122_NK,4
123_NK,4
124_NK,4
125_NK,4
126_NK,4
127_NK,4
128_NK,4
129_NK,4
130_NK,4
131_NK,4
132_NK,4
133_NK,4
134_NK,4
135_NK,4
136_NK,4
137_NK,4
138_NK,4
139_NK,4
140_NK,4
141_NK,4
142_NK,4
143_NK,4
144_NK,4
145_NK,4
146_NK,4
147_NK,4
148_NK,4
149_NK,4
150_NK,4
151_NK,4
152_NK,4
153_NK,4
154_NK,4
155_NK,4
156_NK,4
157_NK,4
158_NK,4
159_NK,4
160_NK,4
161_NK,4
162_NK,4
163_NK,4
164_NK,4
165_NK,4
166_NK,4
167_NK,4
168_NK,4
169_NK,4
170_NK,4
171_NK,4
172_NK,4
173_NK,4
174_NK,4
175_NK,4
176_NK,4
177_NK,4
178_NK,4
179_NK,4
180_NK,4
181_NK,4
182_NK,4
183_NK,4
184_NK,4
185_NK,4
186_NK,4
187_NK,4
188_NK,4
189_NK,4
190_NK,4
191_NK,4
192_NK,4
193_NK,4
194_NK,4
195_NK,4
196_NK,4
197_NK,4
198_NK,4
199_NK,4
200_NK,4
201_NK,4
202_NK,4
203_NK,4
204_NK,4
205_NK,4
206_NK,4
207_NK,4
208_NK,4
209_NK,4
210_NK,4
211_NK,4
212_NK,4
213_NK,4
214_NK,4
215_NK,4
216_NK,4
217_NK,4
218_NK,4
219_NK,4
220_NK,4
221_NK,4
222_NK,4
223_NK,4
224_NK,4
225_NK,4
226_NK,4
227_NK,4
228_NK,4
229_NK,4
230_NK,4
231_NK,4
232_NK,4
233_NK,4
234_NK,4
235_NK,4
236_NK,4
237_NK,4
238_NK,4
239_NK,4
240_NK,4
241_NK,4
242_NK,4
243_NK,4
244_NK,4
245_NK,4
246_NK,4
247_NK,4
248_NK,4
249_NK,4
0_B_CELL_NAIVE,6
1_B_CELL_NAIVE,6
2_B_CELL_NAIVE,6
3_B_CELL_NAIVE,6
4_B_CELL_NAIVE,6
5_B_CELL_NAIVE,6
6_B_CELL_NAIVE,6
7_B_CELL_NAIVE,6
8_B_CELL_NAIVE,6
9_B_CELL_NAIVE,6
10_B_CELL_NAIVE,6
11_B_CELL_NAIVE,6
12_B_CELL_NAIVE,6
13_B_CELL_NAIVE,6
14_B_CELL_NAIVE,6
15_B_CELL_NAIVE,6
16_B_CELL_NAIVE,6
17_B_CELL_NAIVE,6
18_B_CELL_NAIVE,6
19_B_CELL_NAIVE,6
20_B_CELL_NAIVE,6
21_B_CELL_NAIVE,6
22_B_CELL_NAIVE,6
23_B_CELL_NAIVE,6
24_B_CELL_NAIVE,6
25_B_CELL_NAIVE,6
26_B_CELL_NAIVE,6
27_B_CELL_NAIVE,6
28_B_CELL_NAIVE,6
29_B_CELL_NAIVE,6
30_B_CELL_NAIVE,6
31_B_CELL_NAIVE,6
32_B_CELL_NAIVE,6
33_B_CELL_NAIVE,6
34_B_CELL_NAIVE,6
35_B_CELL_NAIVE,6
36_B_CELL_NAIVE,6
37_B_CELL_NAIVE,6
38_B_CELL_NAIVE,6
39_B_CELL_NAIVE,6
40_B_CELL_NAIVE,6
41_B_CELL_NAIVE,6
42_B_CELL_NAIVE,6
43_B_CELL_NAIVE,6
44_B_CELL_NAIVE,6
45_B_CELL_NAIVE,6
46_B_CELL_NAIVE,6
47_B_CELL_NAIVE,6
48_B_CELL_NAIVE,6
49_B_CELL_NAIVE,6
50_B_CELL_NAIVE,6
51_B_CELL_NAIVE,6
52_B_CELL_NAIVE,6
53_B_CELL_NAIVE,6
54_B_CELL_NAIVE,6
55_B_CELL_NAIVE,6
56_B_CELL_NAIVE,6
57_B_CELL_NAIVE,6
58_B_CELL_NAIVE,6
59_B_CELL_NAIVE,6
60_B_CELL_NAIVE,6
61_B_CELL_NAIVE,6
62_B_CELL_NAIVE,6
63_B_CELL_NAIVE,6
64_B_CELL_NAIVE,6
65_B_CELL_NAIVE,6
66_B_CELL_NAIVE,6
67_B_CELL_NAIVE,6
68_B_CELL_NAIVE,6
69_B_CELL_NAIVE,6
70_B_CELL_NAIVE,6
71_B_CELL_NAIVE,6
72_B_CELL_NAIVE,6
73_B_CELL_NAIVE,6
74_B_CELL_NAIVE,6
75_B_CELL_NAIVE,6
76_B_CELL_NAIVE,6
77_B_CELL_NAIVE,6
78_B_CELL_NAIVE,6
79_B_CELL_NAIVE,6
80_B_CELL_NAIVE,6
81_B_CELL_NAIVE,6
82_B_CELL_NAIVE,6
83_B_CELL_NAIVE,6
84_B_CELL_NAIVE,6
85_B_CELL_NAIVE,6
86_B_CELL_NAIVE,6
87_B_CELL_NAIVE,6
88_B_CELL_NAIVE,6
89_B_CELL_NAIVE,6
90_B_CELL_NAIVE,6
91_B_CELL_NAIVE,6
92_B_CELL_NAIVE,6
93_B_CELL_NAIVE,6
94_B_CELL_NAIVE,6
95_B_CELL_NAIVE,6
96_B_CELL_NAIVE,6
97_B_CELL_NAIVE,6
98_B_CELL_NAIVE,6
99_B_CELL_NAIVE,6
100_B_CELL_NAIVE,6
101_B_CELL_NAIVE,6
102_B_CELL_NAIVE,6
103_B_CELL_NAIVE,6
104_B_CELL_NAIVE,6
105_B_CELL_NAIVE,6
106_B_CELL_NAIVE,6
107_B_CELL_NAIVE,6
108_B_CELL_NAIVE,6
109_B_CELL_NAIVE,6
110_B_CELL_NAIVE,6
111_B_CELL_NAIVE,6
112_B_CELL_NAIVE,6
113_B_CELL_NAIVE,6
114_B_CELL_NAIVE,6
115_B_CELL_NAIVE,6
116_B_CELL_NAIVE,6
117_B_CELL_NAIVE,6
118_B_CELL_NAIVE,6
119_B_CELL_NAIVE,6
120_B_CELL_NAIVE,6
121_B_CELL_NAIVE,6
122_B_CELL_NAIVE,6
123_B_CELL_NAIVE,6
124_B_CELL_NAIVE,6
125_B_CELL_NAIVE,6
126_B_CELL_NAIVE,6
127_B_CELL_NAIVE,6
128_B_CELL_NAIVE,6
129_B_CELL_NAIVE,6
130_B_CELL_NAIVE,6
131_B_CELL_NAIVE,6
132_B_CELL_NAIVE,6
133_B_CELL_NAIVE,6
134_B_CELL_NAIVE,6
135_B_CELL_NAIVE,6
136_B_CELL_NAIVE,6
137_B_CELL_NAIVE,6
138_B_CELL_NAIVE,6
139_B_CELL_NAIVE,6
140_B_CELL_NAIVE,6
141_B_CELL_NAIVE,6
142_B_CELL_NAIVE,6
143_B_CELL_NAIVE,6
144_B_CELL_NAIVE,6
145_B_CELL_NAIVE,6
146_B_CELL_NAIVE,6
147_B_CELL_NAIVE,6
148_B_CELL_NAIVE,6
149_B_CELL_NAIVE,6
150_B_CELL_NAIVE,6
151_B_CELL_NAIVE,6
152_B_CELL_NAIVE,6
153_B_CELL_NAIVE,6
154_B_CELL_NAIVE,6
155_B_CELL_NAIVE,6
156_B_CELL_NAIVE,6
157_B_CELL_NAIVE,6
158_B_CELL_NAIVE,6
159_B_CELL_NAIVE,6
160_B_CELL_NAIVE,6
161_B_CELL_NAIVE,6
162_B_CELL_NAIVE,6
163_B_CELL_NAIVE,6
164_B_CELL_NAIVE,6
165_B_CELL_NAIVE,6
166_B_CELL_NAIVE,6
167_B_CELL_NAIVE,6
168_B_CELL_NAIVE,6
169_B_CELL_NAIVE,6
170_B_CELL_NAIVE,6
171_B_CELL_NAIVE,6
172_B_CELL_NAIVE,6
173_B_CELL_NAIVE,6
174_B_CELL_NAIVE,6
175_B_CELL_NAIVE,6
176_B_CELL_NAIVE,6
177_B_CELL_NAIVE,6
178_B_CELL_NAIVE,6
179_B_CELL_NAIVE,6
180_B_CELL_NAIVE,6
181_B_CELL_NAIVE,6
182_B_CELL_NAIVE,6
183_B_CELL_NAIVE,6
184_B_CELL_NAIVE,6
185_B_CELL_NAIVE,6
186_B_CELL_NAIVE,6
187_B_CELL_NAIVE,6
188_B_CELL_NAIVE,6
189_B_CELL_NAIVE,6
190_B_CELL_NAIVE,6
191_B_CELL_NAIVE,6
192_B_CELL_NAIVE,6
193_B_CELL_NAIVE,6
194_B_CELL_NAIVE,6
195_B_CELL_NAIVE,6
196_B_CELL_NAIVE,6
197_B_CELL_NAIVE,6
198_B_CELL_NAIVE,6
199_B_CELL_NAIVE,6
200_B_CELL_NAIVE,6
201_B_CELL_NAIVE,6
202_B_CELL_NAIVE,6
203_B_CELL_NAIVE,6
204_B_CELL_NAIVE,6
205_B_CELL_NAIVE,6
206_B_CELL_NAIVE,6
207_B_CELL_NAIVE,6
208_B_CELL_NAIVE,6
209_B_CELL_NAIVE,6
210_B_CELL_NAIVE,6
211_B_CELL_NAIVE,6
212_B_CELL_NAIVE,6
213_B_CELL_NAIVE,6
214_B_CELL_NAIVE,6
215_B_CELL_NAIVE,6
216_B_CELL_NAIVE,6
217_B_CELL_NAIVE,6
218_B_CELL_NAIVE,6
219_B_CELL_NAIVE,6
220_B_CELL_NAIVE,6
221_B_CELL_NAIVE,6
222_B_CELL_NAIVE,6
223_B_CELL_NAIVE,6
224_B_CELL_NAIVE,6
225_B_CELL_NAIVE,6
226_B_CELL_NAIVE,6
227_B_CELL_NAIVE,6
228_B_CELL_NAIVE,6
229_B_CELL_NAIVE,6
230_B_CELL_NAIVE,6
231_B_CELL_NAIVE,6
232_B_CELL_NAIVE,6
233_B_CELL_NAIVE,6
234_B_CELL_NAIVE,6
235_B_CELL_NAIVE,6
236_B_CELL_NAIVE,6
237_B_CELL_NAIVE,6
238_B_CELL_NAIVE,6
239_B_CELL_NAIVE,6
240_B_CELL_NAIVE,6
241_B_CELL_NAIVE,6
242_B_CELL_NAIVE,6
243_B_CELL_NAIVE,6
244_B_CELL_NAIVE,6
245_B_CELL_NAIVE,6
246_B_CELL_NAIVE,6
247_B_CELL_NAIVE,6
248_B_CELL_NAIVE,6
249_B_CELL_NAIVE,6
0_TREG_MEM,7
1_TREG_MEM,7
2_TREG_MEM,7
3_TREG_MEM,7
4_TREG_MEM,7
5_TREG_MEM,7
6_TREG_MEM,7
7_TREG_MEM,7
8_TREG_MEM,7
9_TREG_MEM,7
10_TREG_MEM,7
11_TREG_MEM,7
12_TREG_MEM,7
13_TREG_MEM,7
14_TREG_MEM,7
15_TREG_MEM,7
16_TREG_MEM,7
17_TREG_MEM,7
18_TREG_MEM,7
19_TREG_MEM,7
20_TREG_MEM,7
21_TREG_MEM,7
22_TREG_MEM,7
23_TREG_MEM,7
24_TREG_MEM,7
25_TREG_MEM,7
26_TREG_MEM,7
27_TREG_MEM,7
28_TREG_MEM,7
29_TREG_MEM,7
30_TREG_MEM,7
31_TREG_MEM,7
32_TREG_MEM,7
33_TREG_MEM,7
34_TREG_MEM,7
35_TREG_MEM,7
36_TREG_MEM,7
37_TREG_MEM,7
38_TREG_MEM,7
39_TREG_MEM,7
40_TREG_MEM,7
41_TREG_MEM,7
42_TREG_MEM,7
43_TREG_MEM,7
44_TREG_MEM,7
45_TREG_MEM,7
46_TREG_MEM,7
47_TREG_MEM,7
48_TREG_MEM,7
49_TREG_MEM,7
50_TREG_MEM,7
51_TREG_MEM,7
52_TREG_MEM,7
53_TREG_MEM,7
54_TREG_MEM,7
55_TREG_MEM,7
56_TREG_MEM,7
57_TREG_MEM,7
58_TREG_MEM,7
59_TREG_MEM,7
60_TREG_MEM,7
61_TREG_MEM,7
62_TREG_MEM,7
63_TREG_MEM,7
64_TREG_MEM,7
65_TREG_MEM,7
66_TREG_MEM,7
67_TREG_MEM,7
68_TREG_MEM,7
69_TREG_MEM,7
70_TREG_MEM,7
71_TREG_MEM,7
72_TREG_MEM,7
73_TREG_MEM,7
74_TREG_MEM,7
75_TREG_MEM,7
76_TREG_MEM,7
77_TREG_MEM,7
78_TREG_MEM,7
79_TREG_MEM,7
80_TREG_MEM,7
81_TREG_MEM,7
82_TREG_MEM,7
83_TREG_MEM,7
84_TREG_MEM,7
85_TREG_MEM,7
86_TREG_MEM,7
87_TREG_MEM,7
88_TREG_MEM,7
89_TREG_MEM,7
90_TREG_MEM,7
91_TREG_MEM,7
92_TREG_MEM,7
93_TREG_MEM,7
94_TREG_MEM,7
95_TREG_MEM,7
96_TREG_MEM,7
97_TREG_MEM,7
98_TREG_MEM,7
99_TREG_MEM,7
100_TREG_MEM,7
101_TREG_MEM,7
102_TREG_MEM,7
103_TREG_MEM,7
104_TREG_MEM,7
105_TREG_MEM,7
106_TREG_MEM,7
107_TREG_MEM,7
108_TREG_MEM,7
109_TREG_MEM,7
110_TREG_MEM,7
111_TREG_MEM,7
112_TREG_MEM,7
113_TREG_MEM,7
114_TREG_MEM,7
115_TREG_MEM,7
116_TREG_MEM,7
117_TREG_MEM,7
118_TREG_MEM,7
119_TREG_MEM,7
120_TREG_MEM,7
121_TREG_MEM,7
122_TREG_MEM,7
123_TREG_MEM,7
124_TREG_MEM,7
125_TREG_MEM,7
126_TREG_MEM,7
127_TREG_MEM,7
128_TREG_MEM,7
129_TREG_MEM,7
130_TREG_MEM,7
131_TREG_MEM,7
132_TREG_MEM,7
133_TREG_MEM,7
134_TREG_MEM,7
135_TREG_MEM,7
136_TREG_MEM,7
137_TREG_MEM,7
138_TREG_MEM,7
139_TREG_MEM,7
140_TREG_MEM,7
141_TREG_MEM,7
142_TREG_MEM,7
143_TREG_MEM,7
144_TREG_MEM,7
145_TREG_MEM,7
146_TREG_MEM,7
147_TREG_MEM,7
148_TREG_MEM,7
149_TREG_MEM,7
150_TREG_MEM,7
151_TREG_MEM,7
152_TREG_MEM,7
153_TREG_MEM,7
154_TREG_MEM,7
155_TREG_MEM,7
156_TREG_MEM,7
157_TREG_MEM,7
158_TREG_MEM,7
159_TREG_MEM,7
160_TREG_MEM,7
161_TREG_MEM,7
162_TREG_MEM,7
163_TREG_MEM,7
164_TREG_MEM,7
165_TREG_MEM,7
166_TREG_MEM,7
167_TREG_MEM,7
168_TREG_MEM,7
169_TREG_MEM,7
170_TREG_MEM,7
171_TREG_MEM,7
172_TREG_MEM,7
173_TREG_MEM,7
174_TREG_MEM,7
175_TREG_MEM,7
176_TREG_MEM,7
177_TREG_MEM,7
178_TREG_MEM,7
179_TREG_MEM,7
180_TREG_MEM,7
181_TREG_MEM,7
182_TREG_MEM,7
183_TREG_MEM,7
184_TREG_MEM,7
185_TREG_MEM,7
186_TREG_MEM,7
187_TREG_MEM,7
188_TREG_MEM,7
189_TREG_MEM,7
190_TREG_MEM,7
191_TREG_MEM,7
192_TREG_MEM,7
193_TREG_MEM,7
194_TREG_MEM,7
195_TREG_MEM,7
196_TREG_MEM,7
197_TREG_MEM,7
198_TREG_MEM,7
199_TREG_MEM,7
200_TREG_MEM,7
201_TREG_MEM,7
202_TREG_MEM,7
203_TREG_MEM,7
204_TREG_MEM,7
205_TREG_MEM,7
206_TREG_MEM,7
207_TREG_MEM,7
208_TREG_MEM,7
209_TREG_MEM,7
210_TREG_MEM,7
211_TREG_MEM,7
212_TREG_MEM,7
213_TREG_MEM,7
214_TREG_MEM,7
215_TREG_MEM,7
216_TREG_MEM,7
217_TREG_MEM,7
218_TREG_MEM,7
219_TREG_MEM,7
220_TREG_MEM,7
221_TREG_MEM,7
222_TREG_MEM,7
223_TREG_MEM,7
224_TREG_MEM,7
225_TREG_MEM,7
226_TREG_MEM,7
227_TREG_MEM,7
228_TREG_MEM,7
229_TREG_MEM,7
230_TREG_MEM,7
231_TREG_MEM,7
232_TREG_MEM,7
233_TREG_MEM,7
234_TREG_MEM,7
235_TREG_MEM,7
236_TREG_MEM,7
237_TREG_MEM,7
238_TREG_MEM,7
239_TREG_MEM,7
240_TREG_MEM,7
241_TREG_MEM,7
242_TREG_MEM,7
243_TREG_MEM,7
244_TREG_MEM,7
245_TREG_MEM,7
246_TREG_MEM,7
247_TREG_MEM,7
248_TREG_MEM,7
249_TREG_MEM,7
0_TH1,0
1_TH1,0
2_TH1,0
3_TH1,0
4_TH1,0
5_TH1,0
6_TH1,0
7_TH1,0
8_TH1,0
9_TH1,0
10_TH1,11
11_TH1,0
12_TH1,0
13_TH1,0
14_TH1,0
15_TH1,0
16_TH1,0
17_TH1,0
18_TH1,0
19_TH1,0
20_TH1,0
21_TH1,0
22_TH1,0
23_TH1,0
24_TH1,0
25_TH1,0
26_TH1,0
27_TH1,12
28_TH1,0
29_TH1,0
30_TH1,0
31_TH1,0
32_TH1,0
33_TH1,0
34_TH1,0
35_TH1,0
36_TH1,0
37_TH1,0
38_TH1,0
39_TH1,0
40_TH1,0
41_TH1,0
42_TH1,0
43_TH1,0
44_TH1,0
45_TH1,0
46_TH1,0
47_TH1,0
48_TH1,0
49_TH1,0
50_TH1,0
51_TH1,0
52_TH1,0
53_TH1,0
54_TH1,0
55_TH1,0
56_TH1,0
57_TH1,0
58_TH1,0
59_TH1,0
60_TH1,0
61_TH1,0
62_TH1,0
63_TH1,0
64_TH1,0
65_TH1,0
66_TH1,0
67_TH1,0
68_TH1,0
69_TH1,0
70_TH1,0
71_TH1,0
72_TH1,0
73_TH1,0
74_TH1,0
75_TH1,0
76_TH1,0
77_TH1,0
78_TH1,0
79_TH1,0
80_TH1,0
81_TH1,0
82_TH1,0
83_TH1,0
84_TH1,0
85_TH1,0
86_TH1,0
87_TH1,0
88_TH1,0
89_TH1,0
90_TH1,0
91_TH1,0
92_TH1,0
93_TH1,0
94_TH1,0
95_TH1,0
96_TH1,0
97_TH1,0
98_TH1,0
99_TH1,0
100_TH1,0
101_TH1,0
102_TH1,0
103_TH1,0
104_TH1,0
105_TH1,0
106_TH1,0
107_TH1,0
108_TH1,0
109_TH1,0
110_TH1,0
111_TH1,0
112_TH1,0
113_TH1,0
114_TH1,0
115_TH1,0
116_TH1,0
117_TH1,0
118_TH1,0
119_TH1,0
120_TH1,0
121_TH1,0
122_TH1,0
123_TH1,0
124_TH1,0
125_TH1,0
126_TH1,0
127_TH1,0
128_TH1,11
129_TH1,0
130_TH1,0
131_TH1,0
132_TH1,0
133_TH1,0
134_TH1,0
135_TH1,0
136_TH1,0
137_TH1,0
138_TH1,0
139_TH1,0
140_TH1,0
141_TH1,0
142_TH1,0
143_TH1,0
144_TH1,0
145_TH1,0
146_TH1,0
147_TH1,0
148_TH1,0
149_TH1,0
150_TH1,0
151_TH1,0
152_TH1,0
153_TH1,0
154_TH1,0
155_TH1,0
156_TH1,0
157_TH1,0
158_TH1,0
159_TH1,0
160_TH1,0
161_TH1,0
162_TH1,0
163_TH1,0
164_TH1,0
165_TH1,0
166_TH1,0
167_TH1,0
168_TH1,0
169_TH1,0
170_TH1,0
171_TH1,0
172_TH1,0
173_TH1,0
174_TH1,0
175_TH1,0
176_TH1,0
177_TH1,0
178_TH1,0
179_TH1,0
180_TH1,0
181_TH1,0
182_TH1,0
183_TH1,0
184_TH1,0
185_TH1,0
186_TH1,0
187_TH1,0
188_TH1,0
189_TH1,0
190_TH1,0
191_TH1,0
192_TH1,0
193_TH1,0
194_TH1,0
195_TH1,0
196_TH1,0
197_TH1,0
198_TH1,0
199_TH1,0
200_TH1,0
201_TH1,0
202_TH1,0
203_TH1,0
204_TH1,0
205_TH1,0
206_TH1,0
207_TH1,0
208_TH1,0
209_TH1,0
210_TH1,0
211_TH1,0
212_TH1,0
213_TH1,0
214_TH1,0
215_TH1,0
216_TH1,0
217_TH1,0
218_TH1,0
219_TH1,0
220_TH1,0
221_TH1,0
222_TH1,0
223_TH1,0
224_TH1,0
225_TH1,12
226_TH1,0
227_TH1,0
228_TH1,0
229_TH1,0
230_TH1,0
231_TH1,0
232_TH1,0
233_TH1,0
234_TH1,0
235_TH1,0
236_TH1,0
237_TH1,0
238_TH1,0
239_TH1,0
240_TH1,0
241_TH1,0
242_TH1,0
243_TH1,0
244_TH1,0
245_TH1,0
246_TH1,0
247_TH1,0
248_TH1,0
249_TH1,0
0_THSTAR,11
1_THSTAR,11
2_THSTAR,11
3_THSTAR,11
4_THSTAR,11
5_THSTAR,11
6_THSTAR,11
7_THSTAR,11
8_THSTAR,11
9_THSTAR,11
10_THSTAR,11
11_THSTAR,11
12_THSTAR,11
13_THSTAR,11
14_THSTAR,11
15_THSTAR,11
16_THSTAR,11
17_THSTAR,11
18_THSTAR,11
19_THSTAR,11
20_THSTAR,11
21_THSTAR,11
22_THSTAR,11
23_THSTAR,11
24_THSTAR,11
25_THSTAR,11
26_THSTAR,11
27_THSTAR,11
28_THSTAR,11
29_THSTAR,11
30_THSTAR,11
31_THSTAR,11
32_THSTAR,11
33_THSTAR,11
34_THSTAR,11
35_THSTAR,11
36_THSTAR,11
37_THSTAR,11
38_THSTAR,11
39_THSTAR,11
40_THSTAR,11
41_THSTAR,11
42_THSTAR,12
43_THSTAR,11
44_THSTAR,11
45_THSTAR,11
46_THSTAR,11
47_THSTAR,11
48_THSTAR,11
49_THSTAR,11
50_THSTAR,11
51_THSTAR,11
52_THSTAR,11
53_THSTAR,11
54_THSTAR,11
55_THSTAR,11
56_THSTAR,11
57_THSTAR,11
58_THSTAR,11
59_THSTAR,11
60_THSTAR,11
61_THSTAR,11
62_THSTAR,11
63_THSTAR,11
64_THSTAR,11
65_THSTAR,11
66_THSTAR,11
67_THSTAR,11
68_THSTAR,11
69_THSTAR,11
70_THSTAR,11
71_THSTAR,11
72_THSTAR,11
73_THSTAR,11
74_THSTAR,11
75_THSTAR,11
76_THSTAR,11
