index,cluster
77_THSTAR,11
78_THSTAR,11
79_THSTAR,11
80_THSTAR,11
81_THSTAR,11
82_THSTAR,11
83_THSTAR,11
84_THSTAR,11
85_THSTAR,11
86_THSTAR,11
87_THSTAR,11
88_THSTAR,11
89_THSTAR,11
90_THSTAR,11
91_THSTAR,11
92_THSTAR,11
93_THSTAR,11
94_THSTAR,11
95_THSTAR,12
96_THSTAR,11
97_THSTAR,11
98_THSTAR,11
99_THSTAR,11
100_THSTAR,11
101_THSTAR,11
102_THSTAR,11
103_THSTAR,11
104_THSTAR,11
105_THSTAR,11
106_THSTAR,11
107_THSTAR,11
108_THSTAR,11
109_THSTAR,11
110_THSTAR,11
111_THSTAR,11
112_THSTAR,11
113_THSTAR,11
114_THSTAR,11
115_THSTAR,11
116_THSTAR,11
117_THSTAR,11
118_THSTAR,11
119_THSTAR,11
120_THSTAR,11
121_THSTAR,11
122_THSTAR,11
123_THSTAR,11
124_THSTAR,11
125_THSTAR,11
126_THSTAR,12
127_THSTAR,11
128_THSTAR,11
129_THSTAR,11
130_THSTAR,11
131_THSTAR,11
132_THSTAR,11
133_THSTAR,11
134_THSTAR,11
135_THSTAR,11
136_THSTAR,11
137_THSTAR,11
138_THSTAR,11
139_THSTAR,11
140_THSTAR,11
141_THSTAR,11
142_THSTAR,11
143_THSTAR,11
144_THSTAR,11
145_THSTAR,11
146_THSTAR,11
147_THSTAR,11
148_THSTAR,11
149_THSTAR,11
150_THSTAR,11
151_THSTAR,11
152_THSTAR,11
153_THSTAR,11
154_THSTAR,11
155_THSTAR,11
156_THSTAR,11
157_THSTAR,11
158_THSTAR,11
159_THSTAR,11
160_THSTAR,11
161_THSTAR,11
162_THSTAR,11
163_THSTAR,11
164_THSTAR,11
165_THSTAR,11
166_THSTAR,11
167_THSTAR,11
168_THSTAR,11
169_THSTAR,11
170_THSTAR,11
171_THSTAR,11
172_THSTAR,11
173_THSTAR,11
174_THSTAR,11
175_THSTAR,11
176_THSTAR,11
177_THSTAR,11
178_THSTAR,11
179_THSTAR,11
180_THSTAR,11
181_THSTAR,11
182_THSTAR,11
183_THSTAR,11
184_THSTAR,11
185_THSTAR,11
186_THSTAR,11
187_THSTAR,12
188_THSTAR,11
189_THSTAR,11
190_THSTAR,11
191_THSTAR,11
192_THSTAR,11
193_THSTAR,11
194_THSTAR,11
195_THSTAR,11
196_THSTAR,11
197_THSTAR,11
198_THSTAR,11
199_THSTAR,11
200_THSTAR,11
201_THSTAR,11
202_THSTAR,11
203_THSTAR,11
204_THSTAR,11
205_THSTAR,11
206_THSTAR,11
207_THSTAR,11
208_THSTAR,11
209_THSTAR,11
210_THSTAR,11
211_THSTAR,11
212_THSTAR,11
213_THSTAR,11
214_THSTAR,11
215_THSTAR,11
216_THSTAR,12
217_THSTAR,0
218_THSTAR,11
219_THSTAR,11
220_THSTAR,11
221_THSTAR,11
222_THSTAR,11
223_THSTAR,11
224_THSTAR,11
225_THSTAR,11
226_THSTAR,11
227_THSTAR,11
228_THSTAR,11
229_THSTAR,11
230_THSTAR,11
231_THSTAR,11
232_THSTAR,11
233_THSTAR,12
234_THSTAR,11
235_THSTAR,12
236_THSTAR,11
237_THSTAR,11
238_THSTAR,11
239_THSTAR,11
240_THSTAR,11
241_THSTAR,11
242_THSTAR,11
243_THSTAR,11
244_THSTAR,11
245_THSTAR,11
246_THSTAR,11
247_THSTAR,11
248_THSTAR,11
249_THSTAR,11
0_MONOCYTES,5
1_MONOCYTES,5
2_MONOCYTES,5
3_MONOCYTES,5
4_MONOCYTES,5
5_MONOCYTES,5
6_MONOCYTES,5
7_MONOCYTES,5
8_MONOCYTES,5
9_MONOCYTES,5
10_MONOCYTES,5
11_MONOCYTES,5
12_MONOCYTES,5
13_MONOCYTES,5
14_MONOCYTES,5
15_MONOCYTES,5
16_MONOCYTES,5
17_MONOCYTES,5
18_MONOCYTES,5
19_MONOCYTES,5
20_MONOCYTES,5
21_MONOCYTES,5
22_MONOCYTES,5
23_MONOCYTES,5
24_MONOCYTES,5
25_MONOCYTES,5
26_MONOCYTES,5
27_MONOCYTES,5
28_MONOCYTES,5
29_MONOCYTES,5
30_MONOCYTES,5
31_MONOCYTES,5
32_MONOCYTES,5
33_MONOCYTES,5
34_MONOCYTES,5
35_MONOCYTES,5
36_MONOCYTES,5
37_MONOCYTES,5
38_MONOCYTES,5
39_MONOCYTES,5
40_MONOCYTES,5
41_MONOCYTES,5
42_MONOCYTES,5
43_MONOCYTES,5
44_MONOCYTES,5
45_MONOCYTES,5
46_MONOCYTES,5
47_MONOCYTES,5
48_MONOCYTES,5
49_MONOCYTES,5
50_MONOCYTES,5
51_MONOCYTES,5
52_MONOCYTES,5
53_MONOCYTES,5
54_MONOCYTES,5
55_MONOCYTES,5
56_MONOCYTES,5
57_MONOCYTES,5
58_MONOCYTES,5
59_MONOCYTES,5
60_MONOCYTES,5
61_MONOCYTES,5
62_MONOCYTES,5
63_MONOCYTES,5
64_MONOCYTES,5
65_MONOCYTES,5
66_MONOCYTES,5
67_MONOCYTES,5
68_MONOCYTES,5
69_MONOCYTES,5
70_MONOCYTES,5
71_MONOCYTES,5
72_MONOCYTES,5
73_MONOCYTES,5
74_MONOCYTES,5
75_MONOCYTES,5
76_MONOCYTES,5
77_MONOCYTES,5
78_MONOCYTES,5
79_MONOCYTES,5
80_MONOCYTES,5
81_MONOCYTES,5
82_MONOCYTES,5
83_MONOCYTES,5
84_MONOCYTES,5
85_MONOCYTES,5
86_MONOCYTES,5
87_MONOCYTES,5
88_MONOCYTES,5
89_MONOCYTES,5
90_MONOCYTES,5
91_MONOCYTES,5
92_MONOCYTES,5
93_MONOCYTES,5
94_MONOCYTES,5
95_MONOCYTES,5
96_MONOCYTES,5
97_MONOCYTES,5
98_MONOCYTES,5
99_MONOCYTES,5
100_MONOCYTES,5
101_MONOCYTES,5
102_MONOCYTES,5
103_MONOCYTES,5
104_MONOCYTES,5
105_MONOCYTES,5
106_MONOCYTES,5
107_MONOCYTES,5
108_MONOCYTES,5
109_MONOCYTES,5
110_MONOCYTES,5
111_MONOCYTES,5
112_MONOCYTES,5
113_MONOCYTES,5
114_MONOCYTES,5
115_MONOCYTES,5
116_MONOCYTES,5
117_MONOCYTES,5
118_MONOCYTES,5
119_MONOCYTES,5
120_MONOCYTES,5
121_MONOCYTES,5
122_MONOCYTES,5
123_MONOCYTES,5
124_MONOCYTES,5
125_MONOCYTES,5
126_MONOCYTES,5
127_MONOCYTES,5
128_MONOCYTES,5
129_MONOCYTES,5
130_MONOCYTES,5
131_MONOCYTES,5
132_MONOCYTES,5
133_MONOCYTES,5
134_MONOCYTES,5
135_MONOCYTES,5
136_MONOCYTES,5
137_MONOCYTES,5
138_MONOCYTES,5
139_MONOCYTES,5
140_MONOCYTES,5
141_MONOCYTES,5
142_MONOCYTES,5
143_MONOCYTES,5
144_MONOCYTES,5
145_MONOCYTES,5
146_MONOCYTES,5
147_MONOCYTES,5
148_MONOCYTES,5
149_MONOCYTES,5
150_MONOCYTES,5
151_MONOCYTES,5
152_MONOCYTES,5
153_MONOCYTES,5
154_MONOCYTES,5
155_MONOCYTES,5
156_MONOCYTES,5
157_MONOCYTES,5
158_MONOCYTES,5
159_MONOCYTES,5
160_MONOCYTES,5
161_MONOCYTES,5
162_MONOCYTES,5
163_MONOCYTES,5
164_MONOCYTES,5
165_MONOCYTES,5
166_MONOCYTES,5
167_MONOCYTES,5
168_MONOCYTES,5
169_MONOCYTES,5
170_MONOCYTES,5
171_MONOCYTES,5
172_MONOCYTES,5
173_MONOCYTES,5
174_MONOCYTES,5
175_MONOCYTES,5
176_MONOCYTES,5
177_MONOCYTES,5
178_MONOCYTES,5
179_MONOCYTES,5
180_MONOCYTES,5
181_MONOCYTES,5
182_MONOCYTES,5
183_MONOCYTES,5
184_MONOCYTES,5
185_MONOCYTES,5
186_MONOCYTES,5
187_MONOCYTES,5
188_MONOCYTES,5
189_MONOCYTES,5
190_MONOCYTES,5
191_MONOCYTES,5
192_MONOCYTES,5
193_MONOCYTES,5
194_MONOCYTES,5
195_MONOCYTES,5
196_MONOCYTES,5
197_MONOCYTES,5
198_MONOCYTES,5
199_MONOCYTES,5
200_MONOCYTES,5
201_MONOCYTES,5
202_MONOCYTES,5
203_MONOCYTES,5
204_MONOCYTES,5
205_MONOCYTES,5
206_MONOCYTES,5
207_MONOCYTES,5
208_MONOCYTES,5
209_MONOCYTES,5
210_MONOCYTES,5
211_MONOCYTES,5
212_MONOCYTES,5
213_MONOCYTES,5
214_MONOCYTES,5
215_MONOCYTES,5
216_MONOCYTES,5
217_MONOCYTES,5
218_MONOCYTES,5
219_MONOCYTES,5
220_MONOCYTES,5
221_MONOCYTES,5
222_MONOCYTES,5
223_MONOCYTES,5
224_MONOCYTES,5
225_MONOCYTES,5
226_MONOCYTES,5
227_MONOCYTES,5
228_MONOCYTES,5
229_MONOCYTES,5
230_MONOCYTES,5
231_MONOCYTES,5
232_MONOCYTES,5
233_MONOCYTES,5
234_MONOCYTES,5
235_MONOCYTES,5
236_MONOCYTES,5
237_MONOCYTES,5
238_MONOCYTES,5
239_MONOCYTES,5
240_MONOCYTES,5
241_MONOCYTES,5
242_MONOCYTES,5
243_MONOCYTES,5
244_MONOCYTES,5
245_MONOCYTES,5
246_MONOCYTES,5
247_MONOCYTES,5
248_MONOCYTES,5
249_MONOCYTES,5
0_TFH,1
1_TFH,1
2_TFH,1
3_TFH,1
4_TFH,1
5_TFH,1
6_TFH,1
7_TFH,1
8_TFH,1
9_TFH,1
10_TFH,1
11_TFH,1
12_TFH,1
13_TFH,1
14_TFH,1
15_TFH,1
16_TFH,1
17_TFH,1
18_TFH,1
19_TFH,1
20_TFH,1
21_TFH,1
22_TFH,1
23_TFH,1
24_TFH,1
25_TFH,1
26_TFH,1
27_TFH,1
28_TFH,1
29_TFH,1
30_TFH,1
31_TFH,1
32_TFH,1
33_TFH,1
34_TFH,1
35_TFH,1
36_TFH,1
37_TFH,1
38_TFH,1
39_TFH,1
40_TFH,1
41_TFH,1
42_TFH,1
43_TFH,1
44_TFH,1
45_TFH,1
46_TFH,1
47_TFH,1
48_TFH,1
49_TFH,1
50_TFH,1
51_TFH,1
52_TFH,1
53_TFH,1
54_TFH,1
55_TFH,1
56_TFH,1
57_TFH,1
58_TFH,1
59_TFH,1
60_TFH,1
61_TFH,1
62_TFH,1
63_TFH,1
64_TFH,1
65_TFH,1
66_TFH,1
67_TFH,1
68_TFH,1
69_TFH,1
70_TFH,1
71_TFH,1
72_TFH,1
73_TFH,1
74_TFH,1
75_TFH,1
76_TFH,1
77_TFH,1
78_TFH,1
79_TFH,1
80_TFH,1
81_TFH,1
82_TFH,1
83_TFH,1
84_TFH,1
85_TFH,1
86_TFH,1
87_TFH,1
88_TFH,1
89_TFH,1
90_TFH,1
91_TFH,1
92_TFH,1
93_TFH,1
94_TFH,1
95_TFH,1
96_TFH,1
97_TFH,1
98_TFH,1
99_TFH,1
100_TFH,1
101_TFH,1
102_TFH,1
103_TFH,1
104_TFH,1
105_TFH,1
106_TFH,1
107_TFH,1
108_TFH,1
109_TFH,1
110_TFH,1
111_TFH,1
112_TFH,1
113_TFH,1
114_TFH,1
115_TFH,1
116_TFH,1
117_TFH,1
118_TFH,1
119_TFH,1
120_TFH,1
121_TFH,1
122_TFH,1
123_TFH,1
124_TFH,1
125_TFH,1
126_TFH,1
127_TFH,1
128_TFH,1
129_TFH,1
130_TFH,1
131_TFH,1
132_TFH,1
133_TFH,1
134_TFH,1
135_TFH,1
136_TFH,1
137_TFH,1
138_TFH,1
139_TFH,1
140_TFH,1
141_TFH,1
142_TFH,1
143_TFH,1
144_TFH,1
145_TFH,1
146_TFH,1
147_TFH,1
148_TFH,1
149_TFH,1
150_TFH,1
151_TFH,1
152_TFH,1
153_TFH,1
154_TFH,1
155_TFH,1
156_TFH,1
157_TFH,1
158_TFH,1
159_TFH,1
160_TFH,1
161_TFH,1
162_TFH,1
163_TFH,1
164_TFH,1
165_TFH,1
166_TFH,1
167_TFH,1
168_TFH,1
169_TFH,1
170_TFH,1
171_TFH,1
172_TFH,1
173_TFH,1
174_TFH,1
175_TFH,1
176_TFH,1
177_TFH,1
178_TFH,1
179_TFH,1
180_TFH,1
181_TFH,1
182_TFH,1
183_TFH,1
184_TFH,1
185_TFH,1
186_TFH,1
187_TFH,1
188_TFH,1
189_TFH,1
190_TFH,1
191_TFH,1
192_TFH,1
193_TFH,1
194_TFH,1
195_TFH,1
196_TFH,1
197_TFH,1
198_TFH,1
199_TFH,1
200_TFH,1
201_TFH,1
202_TFH,1
203_TFH,1
204_TFH,1
205_TFH,1
206_TFH,1
207_TFH,1
208_TFH,1
209_TFH,1
210_TFH,1
211_TFH,1
212_TFH,1
213_TFH,1
214_TFH,1
215_TFH,1
216_TFH,1
217_TFH,1
218_TFH,1
219_TFH,1
220_TFH,1
221_TFH,1
222_TFH,1
223_TFH,1
224_TFH,1
225_TFH,1
226_TFH,1
227_TFH,1
228_TFH,1
229_TFH,1
230_TFH,1
231_TFH,1
232_TFH,1
233_TFH,1
234_TFH,1
235_TFH,1
236_TFH,1
237_TFH,1
238_TFH,1
239_TFH,1
240_TFH,1
241_TFH,1
242_TFH,1
243_TFH,1
244_TFH,1
245_TFH,1
246_TFH,1
247_TFH,1
248_TFH,1
249_TFH,1
0_TH17,0
1_TH17,0
2_TH17,0
3_TH17,0
4_TH17,0
5_TH17,0
6_TH17,0
7_TH17,0
8_TH17,0
9_TH17,0
10_TH17,0
11_TH17,0
12_TH17,0
13_TH17,0
14_TH17,12
15_TH17,0
16_TH17,0
17_TH17,0
18_TH17,0
19_TH17,0
20_TH17,0
21_TH17,0
22_TH17,0
23_TH17,0
24_TH17,0
25_TH17,0
26_TH17,0
27_TH17,0
28_TH17,0
29_TH17,0
30_TH17,12
31_TH17,0
32_TH17,0
33_TH17,0
34_TH17,0
35_TH17,0
36_TH17,0
37_TH17,0
38_TH17,0
39_TH17,0
40_TH17,0
41_TH17,0
42_TH17,0
43_TH17,0
44_TH17,0
45_TH17,0
46_TH17,0
47_TH17,0
48_TH17,0
49_TH17,0
50_TH17,0
51_TH17,0
52_TH17,0
53_TH17,0
54_TH17,0
55_TH17,0
56_TH17,0
57_TH17,0
58_TH17,0
59_TH17,0
60_TH17,0
61_TH17,0
62_TH17,0
63_TH17,0
64_TH17,0
65_TH17,0
66_TH17,0
67_TH17,0
68_TH17,0
69_TH17,0
70_TH17,0
71_TH17,12
72_TH17,0
73_TH17,0
74_TH17,0
75_TH17,0
76_TH17,0
77_TH17,0
78_TH17,0
79_TH17,0
80_TH17,0
81_TH17,0
82_TH17,0
83_TH17,0
84_TH17,0
85_TH17,0
86_TH17,0
87_TH17,0
88_TH17,0
89_TH17,0
90_TH17,0
91_TH17,0
92_TH17,0
93_TH17,0
94_TH17,0
95_TH17,0
96_TH17,0
97_TH17,0
98_TH17,0
99_TH17,0
100_TH17,0
101_TH17,0
102_TH17,0
103_TH17,0
104_TH17,0
105_TH17,0
106_TH17,0
107_TH17,0
108_TH17,0
109_TH17,0
110_TH17,0
111_TH17,0
112_TH17,0
113_TH17,0
114_TH17,0
115_TH17,0
116_TH17,0
117_TH17,0
118_TH17,0
119_TH17,0
120_TH17,0
121_TH17,0
122_TH17,0
123_TH17,0
124_TH17,0
125_TH17,0
126_TH17,0
127_TH17,0
128_TH17,0
129_TH17,0
130_TH17,0
131_TH17,0
132_TH17,0
133_TH17,0
134_TH17,0
135_TH17,0
136_TH17,0
137_TH17,0
138_TH17,0
139_TH17,0
140_TH17,0
141_TH17,0
142_TH17,0
143_TH17,0
144_TH17,0
145_TH17,0
146_TH17,0
147_TH17,0
148_TH17,0
149_TH17,0
150_TH17,0
151_TH17,0
152_TH17,0
153_TH17,0
154_TH17,0
155_TH17,0
156_TH17,0
157_TH17,0
158_TH17,0
159_TH17,0
160_TH17,0
161_TH17,0
162_TH17,0
163_TH17,0
164_TH17,0
165_TH17,0
166_TH17,0
167_TH17,0
168_TH17,0
169_TH17,0
170_TH17,0
171_TH17,0
172_TH17,0
173_TH17,0
174_TH17,0
175_TH17,0
176_TH17,0
177_TH17,0
178_TH17,0
179_TH17,0
180_TH17,0
181_TH17,0
182_TH17,0
183_TH17,0
184_TH17,0
185_TH17,0
186_TH17,0
187_TH17,0
188_TH17,0
189_TH17,0
190_TH17,0
191_TH17,0
192_TH17,0
193_TH17,0
194_TH17,0
195_TH17,0
196_TH17,0
197_TH17,0
198_TH17,0
199_TH17,0
200_TH17,0
201_TH17,0
202_TH17,0
203_TH17,0
204_TH17,0
205_TH17,0
206_TH17,0
207_TH17,0
208_TH17,0
209_TH17,0
210_TH17,0
211_TH17,0
212_TH17,0
213_TH17,0
214_TH17,0
215_TH17,0
216_TH17,0
217_TH17,0
218_TH17,0
219_TH17,0
220_TH17,0
221_TH17,0
222_TH17,0
223_TH17,0
224_TH17,0
225_TH17,0
226_TH17,0
227_TH17,0
228_TH17,0
229_TH17,0
230_TH17,0
231_TH17,0
232_TH17,0
233_TH17,0
234_TH17,0
235_TH17,0
236_TH17,0
237_TH17,0
238_TH17,0
239_TH17,0
240_TH17,0
241_TH17,0
242_TH17,0
243_TH17,0
244_TH17,0
245_TH17,0
246_TH17,0
247_TH17,0
248_TH17,0
249_TH17,0
0_TH2,10
1_TH2,10
2_TH2,10
3_TH2,10
4_TH2,10
5_TH2,10
6_TH2,10
7_TH2,10
8_TH2,10
9_TH2,10
10_TH2,10
11_TH2,1
12_TH2,10
13_TH2,10
14_TH2,10
15_TH2,10
16_TH2,10
17_TH2,10
18_TH2,10
19_TH2,10
20_TH2,10
21_TH2,10
22_TH2,10
23_TH2,10
24_TH2,10
25_TH2,10
26_TH2,10
27_TH2,10
28_TH2,10
29_TH2,10
30_TH2,10
31_TH2,10
32_TH2,10
33_TH2,10
34_TH2,10
35_TH2,10
36_TH2,10
37_TH2,10
38_TH2,10
39_TH2,10
40_TH2,10
41_TH2,10
42_TH2,10
43_TH2,10
44_TH2,10
45_TH2,10
46_TH2,2
47_TH2,10
48_TH2,10
49_TH2,10
50_TH2,10
51_TH2,10
52_TH2,10
53_TH2,10
54_TH2,10
55_TH2,10
56_TH2,10
57_TH2,10
58_TH2,10
59_TH2,10
60_TH2,10
61_TH2,10
62_TH2,10
63_TH2,10
64_TH2,10
65_TH2,10
66_TH2,10
67_TH2,10
68_TH2,10
69_TH2,10
70_TH2,10
71_TH2,10
72_TH2,10
73_TH2,10
74_TH2,10
75_TH2,10
76_TH2,10
77_TH2,10
78_TH2,10
79_TH2,10
80_TH2,10
81_TH2,10
82_TH2,10
83_TH2,10
84_TH2,10
85_TH2,10
86_TH2,10
87_TH2,10
88_TH2,10
89_TH2,10
90_TH2,10
91_TH2,10
92_TH2,10
93_TH2,10
94_TH2,10
95_TH2,10
96_TH2,10
97_TH2,10
98_TH2,10
99_TH2,10
100_TH2,10
101_TH2,10
102_TH2,10
103_TH2,10
104_TH2,10
105_TH2,10
106_TH2,10
107_TH2,10
108_TH2,10
109_TH2,10
110_TH2,10
111_TH2,10
112_TH2,10
113_TH2,10
114_TH2,10
115_TH2,10
116_TH2,10
117_TH2,10
118_TH2,10
119_TH2,10
120_TH2,10
121_TH2,10
122_TH2,10
123_TH2,10
124_TH2,10
125_TH2,10
126_TH2,10
127_TH2,10
128_TH2,10
129_TH2,10
130_TH2,10
131_TH2,10
132_TH2,10
133_TH2,10
134_TH2,10
135_TH2,10
136_TH2,10
137_TH2,10
138_TH2,10
139_TH2,10
140_TH2,10
141_TH2,10
142_TH2,10
143_TH2,10
144_TH2,10
145_TH2,10
146_TH2,10
147_TH2,10
148_TH2,10
149_TH2,10
150_TH2,10
151_TH2,10
152_TH2,10
153_TH2,10
154_TH2,10
155_TH2,10
156_TH2,10
157_TH2,10
158_TH2,10
159_TH2,10
160_TH2,10
161_TH2,10
162_TH2,10
163_TH2,1
164_TH2,10
165_TH2,10
166_TH2,10
167_TH2,10
168_TH2,10
169_TH2,10
170_TH2,10
171_TH2,10
172_TH2,10
173_TH2,10
174_TH2,10
175_TH2,10
176_TH2,10
177_TH2,10
178_TH2,10
179_TH2,10
180_TH2,10
181_TH2,10
182_TH2,10
183_TH2,10
184_TH2,10
185_TH2,10
186_TH2,10
187_TH2,10
188_TH2,10
189_TH2,10
190_TH2,10
191_TH2,10
192_TH2,10
193_TH2,10
194_TH2,10
195_TH2,10
196_TH2,10
197_TH2,10
198_TH2,10
199_TH2,10
200_TH2,10
201_TH2,10
202_TH2,10
203_TH2,10
204_TH2,10
205_TH2,10
206_TH2,10
207_TH2,10
208_TH2,10
209_TH2,10
210_TH2,10
211_TH2,10
212_TH2,10
213_TH2,10
214_TH2,10
215_TH2,10
216_TH2,10
217_TH2,10
218_TH2,10
219_TH2,10
220_TH2,10
221_TH2,10
222_TH2,10
223_TH2,10
224_TH2,10
225_TH2,10
226_TH2,10
227_TH2,10
228_TH2,10
229_TH2,10
230_TH2,10
231_TH2,10
232_TH2,10
233_TH2,1
234_TH2,10
235_TH2,10
236_TH2,10
237_TH2,10
238_TH2,10
239_TH2,10
240_TH2,10
241_TH2,10
242_TH2,10
243_TH2,10
244_TH2,10
245_TH2,10
246_TH2,10
247_TH2,10
248_TH2,10
249_TH2,10
